166,HLZZ,Holaluz Clidom,Madrid,Utilities,Electrical Utilities & IPPs,€27.29M,-1.3x,0,€1.26,0.8%
167,YNUM,Numulae Gestion de Servicios,Madrid,Real Estate,Residential & Commercial REITs,€27.07M,-67x,-2.44,€1.81,0%
168,YINM,Inmofam 99,Madrid,Real Estate,Residential & Commercial REITs,€26.40M,28.1x,-0.33,€12.50,0%
169,YPARK,Inmobiliaria Park Rose,Madrid,Real Estate,Residential & Commercial REITs,€26.32M,-387.5x,3.15,€1.55,0%
170,TR1,Tier1,Madrid,Technology,Software & IT Services,€26.17M,15.3x,0.16,€2.68,-1.5%
171,YBAR,Barcino Property,Madrid,Real Estate,Residential & Commercial REITs,€24.33M,27.6x,0.14,€1,0%
172,YVBA,VBARE Iberian Properties,Madrid,Real Estate,Residential & Commercial REITs,€24.15M,12.8x,0.02,€6.80,-0.7%
173,MIO,Media Investment Optimization SL,Madrid,Consumer Cyclicals,Media & Publishing,€23.69M,-7.4x,0.02,€3.64,0%
174,DESA,Desarrollos Especiales de Sistemas de Anclajes,Madrid,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",€23.49M,11x,-0.47,€13.20,0%
175,REN,Renta Corp,Madrid,Real Estate,Real Estate Operations,€23.19M,-1.5x,,€0.72,-5%
176,YMIB,Mistral Iberia RE,Madrid,Real Estate,Real Estate Operations,€22.45M,14.4x,0.02,€1.03,0%
177,YINB3,Inbest Prime III Inmuebles,Madrid,Real Estate,Residential & Commercial REITs,€22.45M,137.1x,-6.66,€0.91,0%
178,LABH,Labiana Health,Madrid,Healthcare,Pharmaceuticals,€21.89M,-3.9x,,€3.10,0%
179,YINB2,Inbest Prime II Inmuebles,Madrid,Real Estate,Residential & Commercial REITs,€20.38M,136.4x,-6.25,€0.90,0%
180,BSTY,Biotechnology Assets,Madrid,Healthcare,Biotechnology & Medical Research,€20.08M,11.7x,0.07,€0.31,0%
181,BRIO,Bodegas Riojanas,Madrid,Consumer Non-Cyclicals,Beverages,€19.18M,147.4x,-1.76,€4,-0.5%
182,VYT,Vytrus Biotech,Madrid,Industrials,Professional & Commercial Services,€17.27M,28.7x,,€2.38,0%
183,LLN,Lleidanetworks Serveis Telematics,Madrid,Technology,Telecommunications Services,€17.23M,-6.6x,0.01,€1.13,6.1%
184,CATN,Catenon S.A.,Madrid,Industrials,Professional & Commercial Services,€15.98M,-88x,0.78,€0.88,0%
185,NZIT,Nzi Technical Protection SL,Madrid,Consumer Cyclicals,Leisure Products,€14.66M,,,€0.90,0%
186,DOMO,Domo Activos,Madrid,Real Estate,Residential & Commercial REITs,€14.36M,-15.9x,,€1.27,0%
187,SAI,Substrate Artificial Inteligence,Madrid,Healthcare,Healthcare Equipment & Supplies,€14.09M,-1.2x,-0.02,€0.14,-1.1%
188,CMM,CommCenter,Madrid,Technology,Telecommunications Services,€12.89M,14.9x,0.01,€2.02,0%
189,YGO2,Greenoak Spain Holdings Socimi II,Madrid,Real Estate,Residential & Commercial REITs,€12M,2.1x,,€1.82,0%
190,END,Endurance Motive,Madrid,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",€11.89M,,,€1.21,-0.4%
191,ELZZ,Asturiana de Laminados,Madrid,Consumer Cyclicals,Homebuilding & Construction Supplies,€11.77M,-5.9x,,€0.09,1.3%
192,YEXR,Excem Socimi,Madrid,Real Estate,Residential & Commercial REITs,€11.50M,3.9x,0,€0.86,0%
193,YNPC,Nextpoint Capital,Madrid,Real Estate,Residential & Commercial REITs,€10.54M,,,€10.10,0%
194,YMPI,Mistral Patrimonio Inmobiliario SOCIMI,Madrid,Real Estate,Residential & Commercial REITs,€10.50M,6.7x,4.87,€0.94,0%
195,PVA,Pescanova,Madrid,Consumer Non-Cyclicals,Food & Tobacco,€10.46M,-17.3x,,€0.34,-4.7%
196,YTAR,Tarjar Xairo Socimi,Madrid,Real Estate,Residential & Commercial REITs,€10.23M,13.3x,0.02,€60,0%
197,HANN,Hannun,Madrid,Consumer Cyclicals,Diversified Retail,€9M,-2x,,€0.22,0%
198,IBES,Nyesa Valores,Madrid,Real Estate,Real Estate Operations,€8.95M,-0.4x,0.02,€0.005,-3.6%
199,PROFT,Profithol SA,Madrid,Financials,Investment Banking & Investment Services,€8.68M,-0.3x,0,€0.42,-6.3%
200,KOM,Plasticos Compuestos,Madrid,Basic Materials,Chemicals,€7.98M,-80.4x,-0.72,€0.67,0%
201,EESP,Euroespes S.A.,Madrid,Healthcare,Healthcare Providers & Services,€3.67M,-3.2x,,€0.34,0%
202,RBT,Robot,Madrid,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",€3.49M,-62x,0.38,€1.24,0%
203,PR3,Corpfin Capital Prime Retail III,Madrid,Real Estate,Residential & Commercial REITs,€2.14M,4.5x,,€0.22,0%
204,PR2,Corpfin Capital Prime Retail II Socimi,Madrid,Real Estate,Residential & Commercial REITs,€858.53K,1.2x,0.22,€0.33,0%
205,CITYC,Intercity Sad,Madrid,Consumer Cyclicals,Hotels & Entertainment Services,€694.17K,,,€0.06,2.5%
206,VANA,Vanadi Coffee,Madrid,,,€585.35K,,,€0.07,3.7%
