203,014680,Hansol Chemica,Seoul,Basic Materials,Chemicals,₩1.65T,18.4x,-0.66,"₩148,900",-1.9%
204,047040,Daewoo Engineering & Const,Seoul,Industrials,Construction & Engineering,₩1.64T,3.5x,0.18,"₩3,960",-0.5%
205,006360,GS Engineering & Const,Seoul,Industrials,Construction & Engineering,₩1.64T,,0.36,"₩19,300",-0.4%
206,005850,SL Corp,Seoul,Consumer Cyclicals,Automobiles & Auto Parts,₩1.62T,5.5x,0.06,"₩35,250",0.1%
207,035760,CJ ENM,KOSDAQ,Consumer Cyclicals,Media & Publishing,₩1.57T,-5.8x,0.18,"₩76,400",0.8%
208,012510,Douzone Bizon,Seoul,Technology,Software & IT Services,₩1.57T,64.1x,0.36,"₩56,600",0.9%
209,018670,Sk Gas,Seoul,Energy,Oil & Gas,₩1.56T,8.9x,-0.25,"₩175,300",0.9%
210,137310,SD Biosensor,Seoul,Healthcare,Healthcare Equipment & Supplies,₩1.56T,-4.2x,0.03,"₩13,120",2.8%
211,089030,Techwing,KOSDAQ,Technology,Semiconductors & Semiconductor Equipment,₩1.54T,-186.4x,0.77,"₩48,500",12.7%
212,039200,Oscotec,KOSDAQ,Healthcare,Pharmaceuticals,₩1.54T,-61.2x,-36.89,"₩42,100",4.6%
213,017800,Hyundai Elevator,Seoul,Industrials,"Machinery, Tools, Heavy Vehicles, Trains & Ships",₩1.53T,5.5x,-0.24,"₩43,350",2.1%
