188,8170,Al Etihad Cooperative Insurance Co SJSC,Saudi Arabia,Financials,Insurance,SAR 902M,10.8x,0.04,SAR 18.06,0.1%
189,4230,Red Sea,Saudi Arabia,Real Estate,Real Estate Operations,SAR 891.91M,-39.5x,-0.81,SAR 29.50,9.9%
190,9529,Raoom Trading Company SJSC,Saudi Arabia,Industrials,Construction & Engineering,SAR 890.27M,19x,0.37,SAR 145,3.4%
191,1201,Takween,Saudi Arabia,Basic Materials,Containers & Packaging,SAR 888.52M,-3.8x,-0.23,SAR 11.64,1.4%
192,3005,Umm Al-Qura,Saudi Arabia,Basic Materials,Construction Materials,SAR 886.60M,34.5x,0.17,SAR 16.02,1.8%
193,6050,SFICO,Saudi Arabia,Consumer Non-Cyclicals,Food & Tobacco,SAR 883.20M,-8.9x,0.15,SAR 22.02,0.4%
194,4348,Alkhabeer REIT,Saudi Arabia,Real Estate,Residential & Commercial REITs,SAR 864.38M,24.7x,-1.32,SAR 6.16,0.5%
195,1210,BCI,Saudi Arabia,Basic Materials,Chemicals,SAR 822.25M,,0.14,SAR 29.90,2.4%
196,9521,Enma Al Rawabi,Saudi Arabia,Real Estate,Real Estate Operations,SAR 820.80M,19.1x,0.59,SAR 20.54,0.1%
197,8020,Malath Insurance,Saudi Arabia,Financials,Insurance,SAR 810M,148.2x,-1.63,SAR 16.18,0%
198,3007,Zahrat Al Waha,Saudi Arabia,Basic Materials,Containers & Packaging,SAR 807.75M,,0.41,SAR 36.10,2.3%
199,4011,Lazurde for Jewelry,Saudi Arabia,Consumer Cyclicals,Textiles & Apparel,SAR 788.91M,16.7x,0.36,SAR 13.78,2.4%
200,4270,SPPC,Saudi Arabia,Industrials,Professional & Commercial Services,SAR 784.80M,-4.1x,0.01,SAR 13.04,0.6%
201,1820,Al Hokair Group,Saudi Arabia,Consumer Cyclicals,Hotels & Entertainment Services,SAR 784.35M,-16.3x,-0.39,SAR 2.48,1.2%
202,1213,AlSorayai Group,Saudi Arabia,Consumer Cyclicals,Household Goods,SAR 773.71M,-22.3x,0.05,SAR 70.90,1.3%
